Iteration;Temps_avancement(ms);Temps_affichage(ms);Temps_total(ms)
0; 45.7778; 563.136; 608.914
1; 43.4953; 479.223; 522.718
2; 45.4286; 460.448; 505.877
3; 51.9475; 458.143; 510.091
4; 56.7259; 447.386; 504.112
5; 49.5551; 459.823; 509.378
6; 61.7589; 444.82; 506.579
7; 44.9119; 490.729; 535.641
8; 44.5155; 444.017; 488.532
9; 59.3133; 448.004; 507.317
10; 60.2357; 443.465; 503.701
11; 55.3333; 455.594; 510.927
12; 49.4124; 447.711; 497.124
13; 43.844; 447.301; 491.145
14; 44.748; 462.686; 507.434
15; 47.098; 5.69642; 52.7944
16; 31.0771; 5.73434; 36.8115
17; 48.5262; 2.50027; 51.0264
18; 45.4668; 17.245; 62.7118
19; 35.0135; 18.3968; 53.4103
20; 40.6558; 466.352; 507.008
21; 55.9313; 461.176; 517.107
22; 65.2719; 420.642; 485.914
23; 45.8311; 482.228; 528.059
24; 51.938; 2731.35; 2783.29
25; 54.6488; 492.372; 547.021
26; 61.9205; 492.439; 554.359
27; 50.7292; 2.42304; 53.1522
28; 40.5621; 9.11894; 49.681
29; 52.3677; 11.9039; 64.2716
30; 37.8823; 7.15889; 45.0412
31; 49.4606; 5.61355; 55.0741
32; 48.3277; 512.086; 560.414
33; 61.558; 484.987; 546.545
34; 51.0676; 518.103; 569.17
35; 64.8171; 485.362; 550.179
36; 51.1742; 502.606; 553.78
37; 50.9032; 19.1635; 70.0668
38; 51.394; 17.659; 69.053
39; 50.1372; 20.2713; 70.4085
40; 51.1961; 23.6439; 74.84
41; 50.2832; 5.21273; 55.4959
42; 43.5857; 17.1577; 60.7435
43; 47.6153; 10.2237; 57.839
44; 43.4977; 5.28527; 48.783
45; 53.2317; 9.81261; 63.0443
46; 42.8399; 9.61935; 52.4593
47; 47.6964; 4.08411; 51.7805
48; 52.3469; 10.9825; 63.3294
49; 56.7633; 444.168; 500.931
50; 48.5327; 9.95312; 58.4859
51; 46.6813; 6.18722; 52.8685
52; 54.1647; 11.6783; 65.8429
53; 41.8379; 2.47686; 44.3147
54; 39.0074; 466.28; 505.287
55; 43.3016; 446.318; 489.62
56; 27.7054; 9.41675; 37.1221
57; 60.509; 16.5667; 77.0756
58; 44.0099; 4.00355; 48.0134
59; 57.9377; 458.347; 516.285
60; 46.2597; 452.926; 499.186
61; 42.97; 441.484; 484.454
62; 61.1781; 454.13; 515.309
63; 58.9058; 437.586; 496.491
64; 36.5845; 439.908; 476.492
65; 58.5054; 462.333; 520.838
66; 40.4808; 447.055; 487.536
67; 50.9291; 454.128; 505.057
68; 58.0191; 441.366; 499.386
69; 54.1402; 457.65; 511.79
70; 45.0719; 441.333; 486.405
71; 55.7569; 444.242; 499.999
72; 46.6875; 460.126; 506.813
73; 58.0675; 461.438; 519.506
74; 45.416; 2.63637; 48.0524
75; 33.3938; 1.99865; 35.3924
76; 38.3303; 6.69996; 45.0302
77; 46.2335; 11.9713; 58.2047
78; 52.322; 11.6399; 63.9619
79; 26.2729; 10.618; 36.8909
80; 45.0672; 488.073; 533.14
81; 51.2599; 487.535; 538.795
82; 45.9255; 464.379; 510.305
83; 48.1417; 493.324; 541.466
84; 57.8789; 458.472; 516.351
85; 50.0743; 459.863; 509.938
86; 55.7689; 24.9961; 80.7651
87; 48.4004; 8.40575; 56.8062
88; 61.3773; 5.99367; 67.371
89; 37.3884; 5.80417; 43.1926
90; 44.3721; 8.74564; 53.1178
91; 60.1362; 464.724; 524.861
92; 60.145; 475.901; 536.046
93; 61.3344; 454.015; 515.35
94; 46.042; 2882.98; 2929.02
95; 45.5507; 510.349; 555.899
96; 65.6125; 473.903; 539.515
97; 58.9811; 512.577; 571.558
98; 65.4091; 485.644; 551.053
99; 65.4609; 496.628; 562.089
