Iteration;TimeStep;Temps_avancement(ms);Temps_affichage(ms);Temps_total(ms)
0;1;0.90027;107.132;108.032
1;2;5.94114;16.9812;22.9223
2;3;9.86101;10.623;20.484
3;4;7.61717;3.29333;10.9105
4;5;6.76968;4.12239;10.8921
5;6;0.436905;13.0145;13.4514
6;7;6.22889;5.11853;11.3474
7;8;7.95696;5.28503;13.242
8;9;2.60713;6.43228;9.03941
9;10;0.299805;4.75084;5.05065
10;11;0.42073;2.82616;3.24689
11;12;10.4937;3.91924;14.4129
12;13;9.70787;4.97932;14.6872
13;14;9.51931;5.78344;15.3027
14;15;6.50994;1.657;8.16694
15;16;7.54445;2.35884;9.90329
16;17;4.34653;6.30012;10.6466
17;18;0.571615;2.80791;3.37953
18;19;0.66916;8.58739;9.25655
19;20;6.37788;2.76976;9.14764
20;21;1.267;7.92021;9.18721
21;22;3.36274;7.67905;11.0418
22;23;7.04807;2.0532;9.10127
23;24;0.955692;6.90678;7.86247
24;25;0.83618;2.5133;3.34948
25;26;7.79021;7.7227;15.5129
26;27;0.956493;2.95673;3.91322
27;28;10.3824;3.448;13.8304
28;29;6.44923;2.18318;8.63241
29;30;9.88225;7.80138;17.6836
30;31;7.52916;1.82327;9.35243
31;32;0.700865;9.05164;9.75251
32;33;3.45525;5.46742;8.92267
33;34;5.62446;4.39792;10.0224
34;35;0.698178;8.27969;8.97786
35;36;0.606602;2.81711;3.42372
36;37;5.01617;7.24634;12.2625
37;38;0.766071;3.66438;4.43045
38;39;6.41842;4.17934;10.5978
39;40;3.78779;6.67375;10.4615
40;41;0.921882;4.31653;5.23841
41;42;7.35079;5.26644;12.6172
42;43;8.36912;7.37335;15.7425
43;44;2.44579;7.45554;9.90134
44;45;2.00166;2.14593;4.14759
45;46;0.693164;7.82038;8.51355
46;47;3.50528;6.82585;10.3311
47;48;4.72898;2.84002;7.569
48;49;0.58532;7.47335;8.05867
49;50;6.50711;1.835;8.3421
50;51;0.937097;4.22934;5.16644
51;52;6.56532;6.24002;12.8053
52;53;5.76231;2.70708;8.46939
53;54;0.951079;7.04915;8.00023
54;55;0.794854;1.8791;2.67395
55;56;6.232;3.74743;9.97943
56;57;1.00796;3.23201;4.23997
57;58;6.14854;5.96411;12.1127
58;59;5.98428;4.73331;10.7176
59;60;0.764174;6.13435;6.89852
60;61;1.7368;9.96655;11.7033
61;62;8.83095;1.77547;10.6064
62;63;0.649346;8.01173;8.66107
63;64;3.56431;3.33433;6.89864
64;65;7.63929;2.70051;10.3398
65;66;0.782056;8.80146;9.58351
66;67;0.86243;3.29089;4.15332
67;68;11.4842;3.26432;14.7485
68;69;5.80545;4.58641;10.3919
69;70;3.45383;8.47959;11.9334
70;71;6.4664;6.8454;13.3118
71;72;1.88104;7.98334;9.86438
72;73;0.605789;9.35275;9.95854
73;74;6.34014;3.76365;10.1038
74;75;5.11721;8.43481;13.552
75;76;5.61851;3.04824;8.66676
76;77;6.89813;6.07094;12.9691
77;78;10.5011;1.96427;12.4654
78;79;0.792111;7.70175;8.49386
79;80;1.18585;6.87817;8.06401
80;81;0.804987;7.61859;8.42358
81;82;8.3209;2.02179;10.3427
82;83;0.832256;6.55129;7.38354
83;84;2.38401;9.45396;11.838
84;85;1.39173;10.251;11.6427
85;86;0.824873;8.45401;9.27888
86;87;1.82432;7.31599;9.14031
87;88;9.05674;8.65348;17.7102
88;89;7.92929;2.78868;10.718
89;90;1.44956;7.87152;9.32108
90;91;0.602904;2.16675;2.76966
91;92;0.962067;11.1705;12.1326
92;93;5.99222;3.21713;9.20935
93;94;0.828604;2.73302;3.56162
94;95;7.73102;5.27496;13.006
95;96;7.75087;3.2302;10.9811
96;97;1.02359;2.52468;3.54827
97;98;1.23212;13.3358;14.568
98;99;6.31333;3.68962;10.0029
99;100;6.50113;6.81995;13.3211
100;101;3.22591;2.56151;5.78742
101;102;0.60017;3.64907;4.24924
102;103;6.00622;6.49932;12.5055
103;104;0.735815;8.50508;9.2409
104;105;6.24429;4.59054;10.8348
105;106;6.2827;8.91487;15.1976
106;107;7.04024;4.83836;11.8786
107;108;0.628272;10.9684;11.5967
108;109;0.738791;6.14139;6.88018
109;110;0.825426;7.51554;8.34096
110;111;9.21191;4.12519;13.3371
111;112;5.78947;3.83544;9.62492
112;113;0.607787;3.03325;3.64104
113;114;5.99152;4.98586;10.9774
114;115;1.40294;8.54519;9.94813
115;116;0.568587;5.34357;5.91216
116;117;5.68435;2.81288;8.49723
117;118;0.684036;10.1148;10.7988
118;119;22.7887;4.69891;27.4876
119;120;0.76452;8.65571;9.42023
120;121;0.538748;8.88886;9.4276
121;122;0.865549;6.73654;7.60209
122;123;5.64023;6.76384;12.4041
123;124;6.36218;3.9532;10.3154
124;125;6.21901;5.32271;11.5417
125;126;0.655529;7.39044;8.04597
126;127;4.17;5.27255;9.44256
127;128;11.3278;5.22842;16.5562
128;129;7.11206;3.06804;10.1801
129;130;10.2366;3.62778;13.8644
130;131;0.586512;6.18002;6.76653
131;132;0.713676;7.202;7.91568
132;133;5.37526;2.03115;7.40641
133;134;7.4982;6.4013;13.8995
134;135;4.77041;2.73711;7.50752
135;136;0.614252;5.74305;6.3573
136;137;2.94621;1.85136;4.79757
137;138;7.65302;4.18499;11.838
138;139;6.02014;2.15663;8.17677
139;140;5.69528;2.52628;8.22157
140;141;4.00363;4.09433;8.09796
141;142;0.694981;8.83932;9.5343
142;143;5.70137;5.01187;10.7132
143;144;5.67331;3.7338;9.40711
144;145;0.864747;1.9394;2.80415
145;146;6.84109;1.74036;8.58145
146;147;1.7886;9.70158;11.4902
147;148;5.94087;2.92428;8.86516
148;149;0.599594;8.39097;8.99057
149;150;1.86869;2.0815;3.9502
150;151;6.06126;5.68931;11.7506
151;152;5.93785;3.41417;9.35201
152;153;5.92901;3.8309;9.75991
153;154;0.739254;6.29232;7.03158
154;155;2.14447;5.06613;7.2106
155;156;3.33747;2.0846;5.42207
156;157;0.580122;7.91845;8.49857
157;158;7.23862;5.12915;12.3678
158;159;0.787463;6.98728;7.77474
159;160;6.5459;4.95076;11.4967
160;161;5.97998;5.60515;11.5851
161;162;13.7377;3.20914;16.9468
162;163;7.87469;4.10147;11.9762
163;164;8.0058;1.94569;9.95149
164;165;2.16999;5.01269;7.18267
165;166;3.48604;3.75359;7.23963
166;167;4.64164;3.30418;7.94582
167;168;5.8606;3.32733;9.18793
168;169;1.48557;6.03316;7.51872
169;170;2.26807;4.55872;6.82679
