Iteration;TimeStep;Temps_avancement(ms);Temps_affichage(ms);Temps_total(ms)
0;1;0.068249;69.7743;69.8426
1;2;0.041552;8.22657;8.26812
2;3;0.156788;6.26378;6.42057
3;4;0.064218;3.1946;3.25882
4;5;0.088747;3.79699;3.88573
5;6;0.104483;3.59059;3.69507
6;7;0.133195;8.23535;8.36855
7;8;0.154687;2.82836;2.98305
8;9;0.18638;11.1063;11.2927
9;10;0.226359;2.65365;2.88001
10;11;0.27982;6.36892;6.64874
11;12;0.310682;4.87142;5.1821
12;13;0.324228;25.6022;25.9264
13;14;0.381297;2.12158;2.50288
14;15;0.387392;9.46474;9.85213
15;16;0.450322;2.86637;3.31669
16;17;0.428242;3.18003;3.60827
17;18;0.496389;3.04026;3.53665
18;19;0.485081;10.1796;10.6647
19;20;0.492904;2.6892;3.18211
20;21;0.500073;13.8946;14.3946
21;22;0.504885;9.78368;10.2886
22;23;0.556281;2.93151;3.48779
23;24;0.499242;10.2278;10.727
24;25;0.489439;12.6842;13.1736
25;26;1.79001;2.86713;4.65714
26;27;0.493442;2.37541;2.86885
27;28;0.504784;2.59425;3.09904
28;29;0.503627;3.18642;3.69004
29;30;0.510965;2.59897;3.10994
30;31;0.584867;2.75006;3.33493
31;32;0.498214;2.95111;3.44932
32;33;0.505497;3.01395;3.51944
33;34;0.663037;1.89616;2.5592
34;35;0.568042;6.25096;6.819
35;36;0.508738;12.8347;13.3434
36;37;0.544021;3.60827;4.15229
37;38;0.485898;5.4978;5.9837
38;39;0.513382;1.99065;2.50403
39;40;0.510929;2.60069;3.11162
40;41;1.68321;2.65111;4.33431
41;42;1.54701;2.68909;4.2361
42;43;0.547285;4.41874;4.96602
43;44;0.501221;2.13398;2.6352
44;45;0.489172;14.3012;14.7904
45;46;0.478799;6.19197;6.67077
46;47;0.527492;4.11507;4.64256
47;48;0.593655;3.15273;3.74639
48;49;1.92616;3.15145;5.07761
49;50;0.482892;16.199;16.6819
50;51;0.492638;2.80612;3.29875
51;52;0.801826;8.49709;9.29891
52;53;0.49873;3.02462;3.52335
53;54;0.480802;10.3784;10.8592
54;55;0.496418;10.2652;10.7616
55;56;0.490347;2.6128;3.10315
56;57;0.701554;8.87622;9.57777
57;58;0.521206;1.8223;2.34351
58;59;0.658117;14.7954;15.4535
59;60;0.866119;3.2172;4.08332
60;61;1.6035;1.64738;3.25089
61;62;0.467305;4.00934;4.47664
62;63;0.691786;2.56157;3.25336
63;64;1.41719;5.75292;7.17011
64;65;0.487686;2.19821;2.68589
65;66;0.48573;2.50813;2.99386
66;67;0.488343;2.68099;3.16933
67;68;0.705504;7.72224;8.42774
68;69;0.55936;3.26941;3.82877
69;70;0.480678;5.01374;5.49442
70;71;0.57655;3.75056;4.32711
71;72;0.496437;2.86416;3.3606
72;73;0.533218;3.68814;4.22136
73;74;0.473178;3.68555;4.15873
74;75;0.47563;3.52081;3.99644
75;76;0.524857;2.84084;3.3657
76;77;0.511014;1.83788;2.34889
77;78;1.0368;8.83144;9.86824
78;79;0.629569;9.30847;9.93804
79;80;0.57036;4.71344;5.2838
80;81;0.539538;3.83639;4.37593
81;82;0.621501;3.76006;4.38156
82;83;0.512316;4.29153;4.80385
83;84;0.639664;2.91876;3.55842
84;85;0.937627;8.18658;9.1242
85;86;0.508557;2.73458;3.24313
86;87;0.803924;3.00877;3.81269
87;88;0.553329;3.86994;4.42327
88;89;0.996134;17.6817;18.6778
89;90;0.98512;6.4179;7.40302
90;91;0.610698;4.0792;4.6899
91;92;1.12079;5.25426;6.37505
92;93;0.529678;3.05796;3.58764
93;94;0.503397;8.76335;9.26675
94;95;0.60521;2.86301;3.46822
95;96;0.978407;11.619;12.5974
96;97;0.556059;3.24904;3.8051
97;98;0.663438;3.92064;4.58408
98;99;1.19584;3.47236;4.66819
99;100;0.498477;3.33041;3.82889
100;101;0.515675;5.50209;6.01777
101;102;0.534477;4.27774;4.81222
102;103;0.583069;4.04739;4.63046
103;104;0.485847;3.36789;3.85373
104;105;0.615048;3.19384;3.80889
105;106;0.460712;3.0705;3.53121
106;107;2.60779;1.89896;4.50675
107;108;0.460975;10.1214;10.5824
108;109;0.460456;13.2239;13.6844
109;110;0.48439;12.6316;13.116
110;111;0.454553;2.67458;3.12913
111;112;0.507052;10.9665;11.4736
112;113;0.552828;10.3792;10.9321
113;114;1.48833;4.47193;5.96026
114;115;0.458769;10.2803;10.739
115;116;0.455633;6.26263;6.71826
116;117;0.459093;7.72032;8.17942
117;118;0.462856;4.18116;4.64401
118;119;0.481814;9.30993;9.79174
119;120;1.45657;7.61336;9.06993
120;121;0.460701;5.65943;6.12013
121;122;0.678117;2.78188;3.45999
122;123;0.473282;2.94073;3.41401
123;124;0.545914;7.64049;8.1864
124;125;0.53;2.8597;3.3897
125;126;0.501479;4.22451;4.72599
126;127;0.649005;2.9559;3.60491
127;128;0.455073;10.2838;10.7388
128;129;0.499231;2.97517;3.4744
129;130;0.480259;11.6395;12.1197
130;131;0.525006;8.68399;9.209
131;132;0.489441;1.99236;2.4818
132;133;0.46843;8.46911;8.93754
133;134;0.46159;2.00381;2.4654
134;135;0.630722;4.02062;4.65134
135;136;0.65759;4.64508;5.30267
136;137;0.50419;3.74486;4.24905
137;138;1.91364;4.16059;6.07423
138;139;0.459993;3.5911;4.05109
139;140;0.459336;4.02581;4.48515
140;141;0.48557;3.07839;3.56396
141;142;0.819672;7.50577;8.32544
142;143;0.460928;9.15531;9.61623
143;144;0.464891;6.39811;6.863
144;145;0.625893;2.99493;3.62082
145;146;0.636875;6.6227;7.25958
146;147;0.457065;2.28386;2.74093
147;148;0.447419;12.1261;12.5736
148;149;0.447615;17.0345;17.4821
149;150;0.771477;11.2719;12.0434
150;151;0.459938;8.32079;8.78072
151;152;0.464965;3.31344;3.7784
152;153;0.468846;3.38835;3.8572
153;154;0.584656;2.21019;2.79485
154;155;0.476664;3.02127;3.49793
155;156;0.427206;15.9235;16.3507
156;157;0.58759;15.7426;16.3302
157;158;0.464278;2.11474;2.57902
158;159;0.601472;3.53501;4.13648
159;160;0.764645;10.8164;11.581
160;161;0.452293;3.29587;3.74817
161;162;0.730823;2.37315;3.10398
162;163;0.458401;21.2782;21.7366
163;164;0.454036;2.48176;2.93579
164;165;0.449501;2.36026;2.80977
165;166;0.441856;5.51259;5.95445
166;167;0.484248;2.63609;3.12033
167;168;1.40655;4.00193;5.40848
168;169;0.778717;3.40036;4.17908
169;170;0.488978;2.03028;2.51926
170;171;0.462086;3.5905;4.05259
171;172;0.493279;3.44325;3.93653
172;173;0.474972;2.30499;2.77997
173;174;0.41885;13.2413;13.6601
174;175;0.434535;12.1466;12.5812
175;176;0.455401;2.22916;2.68456
176;177;0.433765;15.9567;16.3905
177;178;0.445556;2.56155;3.00711
178;179;1.58499;10.9973;12.5823
179;180;0.617668;8.93777;9.55544
180;181;1.05213;10.8332;11.8853
181;182;0.613481;3.08285;3.69633
182;183;0.434308;2.77169;3.206
183;184;0.441879;7.1605;7.60238
184;185;1.53091;14.3163;15.8472
185;186;0.477065;2.76872;3.24578
186;187;0.914964;2.06453;2.9795
187;188;0.470531;15.0632;15.5337
188;189;0.464827;1.67447;2.1393
189;190;0.487219;3.71279;4.2
190;191;0.441147;11.4355;11.8767
191;192;0.472612;2.94865;3.42126
192;193;0.46814;3.22616;3.6943
193;194;0.439775;13.8527;14.2925
194;195;0.426758;2.70644;3.1332
195;196;0.448551;14.1854;14.6339
196;197;0.44632;3.45974;3.90606
