Iteration;TimeStep;Temps_avancement(ms);Temps_affichage(ms);Temps_total(ms)
0;1;2.92415;106.58;109.504
1;2;0.223111;10.4946;10.7177
2;3;0.342484;7.03815;7.38064
3;4;0.176078;4.29045;4.46653
4;5;0.627503;4.50299;5.1305
5;6;0.355212;3.6434;3.99861
6;7;0.413043;4.14322;4.55626
7;8;0.407956;3.26641;3.67436
8;9;0.526056;2.78543;3.31148
9;10;0.633606;2.35239;2.98599
10;11;0.699545;5.00676;5.70631
11;12;1.35796;4.24064;5.5986
12;13;1.4695;4.74373;6.21323
13;14;0.951407;7.08133;8.03274
14;15;0.803913;7.71647;8.52038
15;16;1.54556;4.79109;6.33664
16;17;0.911454;2.91972;3.83117
17;18;1.21559;3.53159;4.74718
18;19;0.61818;2.3737;2.99188
19;20;0.638862;2.77376;3.41262
20;21;0.817988;5.04552;5.86351
21;22;0.785202;5.00775;5.79295
22;23;0.676962;2.89268;3.56964
23;24;0.720337;3.51451;4.23485
24;25;0.71811;3.3383;4.05641
25;26;0.953289;3.10302;4.05631
26;27;0.656185;2.22687;2.88305
27;28;1.49347;3.28713;4.78059
28;29;1.00076;3.81582;4.81658
29;30;0.71221;3.1688;3.88101
30;31;0.85925;3.44426;4.30351
31;32;1.17804;6.17783;7.35587
32;33;0.576724;3.75899;4.33572
33;34;0.746006;2.60025;3.34626
34;35;0.594028;1.9399;2.53393
35;36;2.09702;1.52364;3.62066
36;37;0.839786;2.76504;3.60483
37;38;0.574411;3.92884;4.50326
38;39;0.627919;2.47906;3.10698
39;40;0.548623;1.63773;2.18635
40;41;0.578777;3.56006;4.13883
41;42;0.698153;2.80742;3.50557
42;43;0.748058;2.77975;3.52781
43;44;0.69546;1.99607;2.69153
44;45;0.686921;2.74306;3.42998
45;46;0.643994;3.93645;4.58044
46;47;1.38435;3.78415;5.1685
47;48;1.59407;2.35608;3.95015
48;49;0.680023;2.7665;3.44652
49;50;1.43512;4.01531;5.45043
50;51;0.795949;2.73437;3.53032
51;52;0.572496;2.65366;3.22616
52;53;0.58219;1.49178;2.07397
53;54;0.592;2.29576;2.88776
54;55;0.79917;2.00075;2.79992
55;56;0.629311;1.63717;2.26648
56;57;0.859498;3.95904;4.81854
57;58;0.778753;2.03885;2.8176
58;59;2.42759;2.78813;5.21572
59;60;0.734645;2.55547;3.29012
60;61;0.748864;3.04548;3.79434
61;62;0.661984;2.08506;2.74704
62;63;0.679924;1.94626;2.62618
63;64;0.625029;9.37721;10.0022
64;65;0.627849;4.16248;4.79033
65;66;0.755456;1.87432;2.62977
66;67;1.42749;6.24079;7.66828
67;68;0.597952;2.7075;3.30545
68;69;0.593888;2.17306;2.76695
69;70;0.986632;2.24443;3.23106
70;71;0.579486;2.02055;2.60004
71;72;0.925765;4.06849;4.99425
