Iteration;TimeStep;Temps_avancement(ms);Temps_affichage(ms);Temps_total(ms)
0;1;1.53329;75.3162;76.8495
1;2;0.452655;10.2541;10.7067
2;3;0.306744;9.7737;10.0804
3;4;0.297092;4.95963;5.25672
4;5;0.428846;4.18026;4.60911
5;6;0.314059;2.56842;2.88248
6;7;0.43726;2.60171;3.03897
7;8;0.647681;3.49396;4.14164
8;9;0.36876;3.87134;4.2401
9;10;1.18148;2.11106;3.29253
10;11;1.90701;2.66074;4.56775
11;12;1.00322;3.47214;4.47536
12;13;0.609465;3.60263;4.21209
13;14;0.626859;2.68946;3.31632
14;15;0.632701;3.41884;4.05154
15;16;0.732742;2.77095;3.50369
16;17;3.65407;3.04175;6.69582
17;18;1.31705;5.58544;6.90249
18;19;1.06589;2.64288;3.70877
19;20;2.05253;2.79551;4.84804
20;21;0.894072;3.7343;4.62838
21;22;0.937682;4.45987;5.39755
22;23;1.11831;8.59596;9.71427
23;24;1.43322;2.76466;4.19788
24;25;0.956941;3.03054;3.98748
25;26;2.25739;2.69177;4.94916
26;27;0.906215;2.6049;3.51112
27;28;1.03042;4.40498;5.43539
28;29;0.975439;4.50748;5.48292
29;30;1.34202;2.85147;4.19349
30;31;2.53287;2.88927;5.42214
31;32;4.21974;2.45775;6.67749
32;33;0.938275;3.16423;4.1025
33;34;0.758218;2.48023;3.23845
34;35;1.205;3.18873;4.39373
35;36;2.61688;3.01519;5.63207
36;37;3.22418;3.16855;6.39273
37;38;1.33952;4.20254;5.54205
38;39;0.920854;3.63471;4.55556
39;40;0.900766;2.48753;3.3883
40;41;0.925108;4.81227;5.73738
41;42;3.57214;14.8849;18.457
42;43;1.0126;3.80209;4.81468
43;44;0.886262;3.08382;3.97008
44;45;0.875507;4.52603;5.40154
45;46;1.23822;3.51943;4.75765
46;47;0.693367;1.86508;2.55845
47;48;1.24198;2.53816;3.78013
48;49;1.62386;2.76248;4.38634
49;50;0.999471;4.09076;5.09023
50;51;0.984717;3.80514;4.78986
51;52;0.918389;2.99025;3.90864
52;53;0.886694;4.46173;5.34843
53;54;1.27405;2.96453;4.23858
54;55;0.642088;2.37249;3.01457
55;56;0.871758;2.56799;3.43975
56;57;0.764478;8.3563;9.12077
57;58;1.40208;3.57754;4.97961
58;59;0.692577;2.6294;3.32198
59;60;0.971071;3.10195;4.07302
60;61;2.38878;3.00879;5.39757
61;62;0.790312;2.19243;2.98274
62;63;0.902241;4.52685;5.42909
63;64;1.70365;4.10298;5.80663
64;65;0.716754;2.36197;3.07872
65;66;0.891531;3.52141;4.41294
66;67;0.948267;2.89753;3.8458
67;68;0.876235;2.94938;3.82562
68;69;0.789465;2.74294;3.5324
69;70;0.740206;2.74498;3.48519
70;71;0.860382;4.0905;4.95088
71;72;2.10625;2.91941;5.02567
72;73;0.787724;2.82254;3.61027
73;74;0.809303;2.94736;3.75666
74;75;3.4152;3.7849;7.2001
75;76;0.731099;2.09244;2.82354
76;77;0.850463;6.75794;7.60841
77;78;0.718313;3.0839;3.80221
78;79;0.623147;6.47849;7.10164
79;80;0.725584;2.82024;3.54582
80;81;0.868067;4.76118;5.62925
81;82;0.888767;11.3475;12.2363
82;83;0.714186;2.17166;2.88585
83;84;0.642657;2.5982;3.24086
84;85;1.04491;3.67374;4.71865
85;86;2.54195;1.92778;4.46972
86;87;0.727339;2.92393;3.65127
87;88;0.85804;5.01079;5.86883
88;89;2.13267;2.67836;4.81102
89;90;0.812281;3.07366;3.88594
90;91;3.36884;11.4867;14.8556
91;92;1.50428;3.1625;4.66678
92;93;3.53417;5.40713;8.9413
93;94;0.683798;3.35046;4.03425
94;95;1.01791;3.63177;4.64968
95;96;0.815214;2.88891;3.70412
96;97;0.95876;2.79713;3.75589
97;98;0.725264;2.86025;3.58552
98;99;0.850368;2.43798;3.28835
99;100;0.68691;2.38508;3.07199
100;101;0.69309;2.54322;3.23631
101;102;1.87625;3.0198;4.89604
102;103;2.54811;3.09565;5.64376
103;104;0.927377;4.28944;5.21681
104;105;0.809497;2.7564;3.5659
105;106;1.40036;2.82567;4.22603
106;107;1.47703;3.10036;4.57739
107;108;1.83749;2.59036;4.42786
108;109;1.5548;2.891;4.4458
109;110;1.9883;2.41869;4.407
110;111;0.68827;4.46836;5.15663
111;112;0.966989;3.80371;4.7707
112;113;0.722541;2.39083;3.11337
113;114;0.670452;2.68336;3.35381
114;115;1.94831;4.10793;6.05624
115;116;0.720524;4.47227;5.19279
116;117;1.04451;3.27938;4.32389
117;118;2.10934;2.69191;4.80124
118;119;1.34763;2.23735;3.58498
119;120;0.708211;3.75443;4.46264
120;121;2.57178;2.4403;5.01209
121;122;0.885392;2.48289;3.36828
122;123;1.90351;2.77629;4.6798
123;124;0.835707;3.2122;4.04791
124;125;0.700373;2.55413;3.25451
