Iteration;TimeStep;Temps_avancement(ms);Temps_affichage(ms);Temps_total(ms)
0; 2 ; 0.168479 ; 67.2772 ; 67.4457
1; 4 ; 0.059486 ; 14.0567 ; 14.1162
2; 6 ; 0.193609 ; 7.23663 ; 7.43024
3; 8 ; 0.097329 ; 5.35482 ; 5.45215
4; 10 ; 0.339988 ; 5.73173 ; 6.07172
5; 12 ; 0.33364 ; 3.91188 ; 4.24552
6; 14 ; 0.762782 ; 3.83859 ; 4.60137
7; 16 ; 0.560071 ; 4.33359 ; 4.89366
8; 18 ; 0.585755 ; 3.62102 ; 4.20678
9; 20 ; 0.692613 ; 3.2898 ; 3.98242
10; 22 ; 0.614594 ; 3.28077 ; 3.89536
11; 24 ; 0.344834 ; 3.43862 ; 3.78346
12; 26 ; 0.382419 ; 3.63238 ; 4.0148
13; 28 ; 0.92466 ; 3.99579 ; 4.92045
14; 30 ; 0.884288 ; 4.3216 ; 5.20589
15; 32 ; 0.382832 ; 3.73877 ; 4.1216
16; 34 ; 0.386516 ; 2.59016 ; 2.97668
17; 36 ; 0.887618 ; 3.44815 ; 4.33577
18; 38 ; 0.786919 ; 3.19232 ; 3.97924
19; 40 ; 1.32079 ; 3.4531 ; 4.77389
20; 42 ; 0.41087 ; 3.37128 ; 3.78215
21; 44 ; 0.351792 ; 2.36786 ; 2.71965
22; 46 ; 0.354142 ; 3.61522 ; 3.96936
23; 48 ; 0.346521 ; 3.31903 ; 3.66556
24; 50 ; 0.814254 ; 3.33093 ; 4.14518
25; 52 ; 0.325982 ; 2.86041 ; 3.18639
26; 54 ; 0.510366 ; 3.66413 ; 4.1745
27; 56 ; 0.561329 ; 3.21977 ; 3.7811
28; 58 ; 0.867968 ; 3.77598 ; 4.64395
29; 60 ; 0.341929 ; 2.83069 ; 3.17262
30; 62 ; 0.846427 ; 3.61545 ; 4.46188
31; 64 ; 0.482372 ; 4.00415 ; 4.48653
32; 66 ; 0.332817 ; 2.57355 ; 2.90637
33; 68 ; 0.332214 ; 2.03734 ; 2.36955
34; 70 ; 0.348956 ; 2.60815 ; 2.9571
35; 72 ; 0.439876 ; 2.93499 ; 3.37486
36; 74 ; 0.958001 ; 3.28044 ; 4.23844
37; 76 ; 0.380542 ; 2.74255 ; 3.12309
38; 78 ; 0.331124 ; 2.86333 ; 3.19446
39; 80 ; 0.491531 ; 3.33551 ; 3.82704
40; 82 ; 0.349448 ; 3.80959 ; 4.15904
41; 84 ; 0.699305 ; 4.48715 ; 5.18646
42; 86 ; 0.787248 ; 3.91142 ; 4.69867
43; 88 ; 0.699899 ; 2.78862 ; 3.48852
44; 90 ; 0.461911 ; 3.13026 ; 3.59217
45; 92 ; 0.88052 ; 3.89806 ; 4.77858
46; 94 ; 0.920923 ; 3.92602 ; 4.84694
47; 96 ; 0.36207 ; 1.80052 ; 2.16259
48; 98 ; 0.797127 ; 4.12935 ; 4.92648
49; 100 ; 0.404089 ; 2.17432 ; 2.57841
50; 102 ; 0.532232 ; 3.57895 ; 4.11118
51; 104 ; 0.548078 ; 3.23861 ; 3.78668
52; 106 ; 0.847525 ; 3.05557 ; 3.9031
53; 108 ; 0.345182 ; 2.43319 ; 2.77837
54; 110 ; 0.541864 ; 2.77077 ; 3.31264
55; 112 ; 0.441486 ; 4.92734 ; 5.36883
56; 114 ; 0.440623 ; 3.47628 ; 3.9169
57; 116 ; 0.591634 ; 3.82207 ; 4.41371
58; 118 ; 0.772415 ; 3.68425 ; 4.45666
59; 120 ; 0.812547 ; 2.91831 ; 3.73086
60; 122 ; 0.486913 ; 2.78207 ; 3.26898
61; 124 ; 0.397623 ; 3.48874 ; 3.88636
62; 126 ; 0.338446 ; 3.51041 ; 3.84885
63; 128 ; 0.563218 ; 3.58191 ; 4.14513
64; 130 ; 0.804106 ; 3.34683 ; 4.15094
65; 132 ; 0.329426 ; 2.26946 ; 2.59889
66; 134 ; 0.551667 ; 3.81461 ; 4.36628
67; 136 ; 0.811009 ; 3.78977 ; 4.60078
68; 138 ; 0.359601 ; 3.55633 ; 3.91593
69; 140 ; 0.490427 ; 2.55485 ; 3.04527
70; 142 ; 0.664285 ; 4.13976 ; 4.80405
71; 144 ; 0.463576 ; 3.67435 ; 4.13793
72; 146 ; 0.885238 ; 3.51078 ; 4.39602
73; 148 ; 0.546382 ; 4.76128 ; 5.30767
74; 150 ; 0.322763 ; 2.94348 ; 3.26624
75; 152 ; 0.70496 ; 4.35032 ; 5.05528
76; 154 ; 0.348957 ; 3.34769 ; 3.69664
77; 156 ; 0.676605 ; 4.06139 ; 4.73799
78; 158 ; 0.742127 ; 4.13243 ; 4.87456
79; 160 ; 0.334186 ; 3.8759 ; 4.21009
80; 162 ; 0.66629 ; 3.81066 ; 4.47695
81; 164 ; 0.344227 ; 2.77133 ; 3.11555
82; 166 ; 0.463171 ; 1.79868 ; 2.26185
83; 168 ; 0.332608 ; 1.81326 ; 2.14587
84; 170 ; 0.516003 ; 2.67435 ; 3.19035
85; 172 ; 0.340993 ; 3.64287 ; 3.98386
86; 174 ; 0.35149 ; 3.83004 ; 4.18153
87; 176 ; 0.546828 ; 3.4404 ; 3.98723
88; 178 ; 0.522716 ; 3.50241 ; 4.02513
89; 180 ; 0.691928 ; 4.28499 ; 4.97692
90; 182 ; 0.394406 ; 3.19643 ; 3.59084
91; 184 ; 0.848703 ; 3.41523 ; 4.26394
92; 186 ; 0.471909 ; 2.89911 ; 3.37102
93; 188 ; 0.333767 ; 3.70504 ; 4.03881
94; 190 ; 0.920646 ; 3.51308 ; 4.43373
95; 192 ; 0.329446 ; 3.09749 ; 3.42694
96; 194 ; 0.371791 ; 3.79862 ; 4.17041
97; 196 ; 0.331096 ; 3.65916 ; 3.99026
98; 198 ; 0.856364 ; 4.67121 ; 5.52758
99; 200 ; 0.432524 ; 3.29968 ; 3.7322
100; 202 ; 0.562655 ; 3.59156 ; 4.15422
101; 204 ; 0.329017 ; 1.62793 ; 1.95695
102; 206 ; 0.353413 ; 3.67478 ; 4.02819
103; 208 ; 0.328826 ; 3.80517 ; 4.13399
104; 210 ; 0.619626 ; 3.40648 ; 4.02611
105; 212 ; 0.695898 ; 4.33731 ; 5.0332
106; 214 ; 0.796744 ; 3.57988 ; 4.37663
107; 216 ; 0.702366 ; 3.30207 ; 4.00444
108; 218 ; 0.621044 ; 4.1745 ; 4.79554
109; 220 ; 0.330234 ; 2.92191 ; 3.25214
110; 222 ; 0.313088 ; 2.55946 ; 2.87255
111; 224 ; 0.372349 ; 2.48846 ; 2.86081
112; 226 ; 0.439833 ; 2.66282 ; 3.10265
113; 228 ; 0.381213 ; 4.18398 ; 4.5652
114; 230 ; 0.844368 ; 3.47804 ; 4.3224
115; 232 ; 0.943334 ; 3.76923 ; 4.71256
116; 234 ; 0.421189 ; 3.65623 ; 4.07742
117; 236 ; 0.319664 ; 2.91316 ; 3.23283
118; 238 ; 0.308317 ; 3.94203 ; 4.25035
119; 240 ; 0.333554 ; 4.02086 ; 4.35441
120; 242 ; 0.313818 ; 2.48116 ; 2.79498
121; 244 ; 0.307399 ; 3.72161 ; 4.02901
122; 246 ; 0.31159 ; 3.06939 ; 3.38098
123; 248 ; 0.549851 ; 2.60324 ; 3.15309
124; 250 ; 0.847054 ; 3.9724 ; 4.81945
125; 252 ; 0.572282 ; 3.67506 ; 4.24734
126; 254 ; 0.45601 ; 3.22007 ; 3.67608
127; 256 ; 0.869028 ; 3.95873 ; 4.82776
128; 258 ; 0.591192 ; 4.53598 ; 5.12718
129; 260 ; 0.297763 ; 3.36 ; 3.65776
130; 262 ; 0.743732 ; 3.64332 ; 4.38705
131; 264 ; 0.401012 ; 2.8008 ; 3.20181
132; 266 ; 0.544493 ; 3.9765 ; 4.52099
133; 268 ; 0.632822 ; 2.80497 ; 3.43779
134; 270 ; 0.200966 ; 3.26526 ; 3.46623
135; 272 ; 0.482423 ; 3.04925 ; 3.53167
136; 274 ; 0.37661 ; 3.58394 ; 3.96055
137; 276 ; 0.416131 ; 4.22767 ; 4.6438
138; 278 ; 0.266365 ; 3.71402 ; 3.98039
139; 280 ; 0.146146 ; 3.82106 ; 3.96721
140; 282 ; 0.10083 ; 3.00061 ; 3.10144
141; 284 ; 0.137907 ; 3.60987 ; 3.74777
142; 286 ; 0.271959 ; 3.92264 ; 4.1946
143; 288 ; 0.218917 ; 2.96196 ; 3.18088
144; 290 ; 0.202907 ; 2.91487 ; 3.11778
145; 292 ; 0.259056 ; 3.84561 ; 4.10466
146; 294 ; 0.258285 ; 4.19442 ; 4.45271
147; 296 ; 0.593364 ; 3.76887 ; 4.36223
148; 298 ; 0.147237 ; 3.7494 ; 3.89664
149; 300 ; 0.238271 ; 4.19406 ; 4.43233
150; 302 ; 0.087593 ; 4.2089 ; 4.2965
151; 304 ; 0.211115 ; 3.68317 ; 3.89428
152; 306 ; 0.250717 ; 3.83493 ; 4.08565
153; 308 ; 0.230925 ; 3.6897 ; 3.92062
154; 310 ; 0.233287 ; 3.2811 ; 3.51438
155; 312 ; 0.146033 ; 3.64344 ; 3.78947
156; 314 ; 0.111937 ; 3.041 ; 3.15294
157; 316 ; 0.236853 ; 3.88639 ; 4.12324
158; 318 ; 0.276536 ; 4.35029 ; 4.62683
159; 320 ; 0.253831 ; 4.02752 ; 4.28135
160; 322 ; 0.246357 ; 4.19182 ; 4.43818
161; 324 ; 0.085789 ; 3.94819 ; 4.03398
162; 326 ; 0.245783 ; 4.64907 ; 4.89485
163; 328 ; 0.234084 ; 4.59933 ; 4.83342
164; 330 ; 0.150523 ; 4.2852 ; 4.43573
165; 332 ; 0.141341 ; 3.25826 ; 3.3996
166; 334 ; 0.199963 ; 3.37481 ; 3.57477
167; 336 ; 0.274105 ; 4.73081 ; 5.00492
168; 338 ; 0.098307 ; 2.27903 ; 2.37734
169; 340 ; 0.109695 ; 2.99865 ; 3.10834
170; 342 ; 0.173678 ; 3.21949 ; 3.39317
171; 344 ; 0.277712 ; 3.19458 ; 3.47229
172; 346 ; 0.166601 ; 4.10699 ; 4.27359
173; 348 ; 0.09089 ; 3.0362 ; 3.12709
174; 350 ; 0.204721 ; 3.33822 ; 3.54294
175; 352 ; 0.255818 ; 3.87774 ; 4.13356
176; 354 ; 0.236116 ; 2.97068 ; 3.2068
